userName,Rating,Review,Tanggal
Pengguna Google,2,"Dari kemaren buka kayak gak ada jaringan padahal wifi lancar, gabisa check DM terbaru, harus masuk lewat web dan itu ribet, tolong deh perbaiki",2025-03-15 13:22:02
Pengguna Google,1,"gtw kenapa tiba-tiba akun ku di tangguhkan padhal ga pernh melanggar apapun dan jarang sekali aktif. saat di cek untuk ajukan banding malahan kata nya akun ku ga di tangguhkan , apa masalah teknis tolong bngt ini mah X , dan sampai sekrng ga ada respon dari X apaan bngt",2025-03-17 07:36:56
Pengguna Google,3,"mau login akun tpi gw lupa nickname akun gw karena gw pakai nama acak²an, kan saat itu ga perlu masukin nickname akun kalo mau login, tpi sekarang ada, jdi ya gabisa login lagi karena gw lupa, mungkin gw yang salah si, tpi klo bisa di ilangin aja si",2025-03-25 20:50:11
Pengguna Google,4,"aplikasinya sih oke, tapi ada masalah satu aja yang bikin kesal, postingan lama hilang mungkin karena postingannya udah mencapai 2000 postingan, jadi waktu aku sekroll ke bawah ga ada hilang mentok gitu, jadi kesell",2025-03-29 11:55:31
Pengguna Google,5,"bagus sih aplikasi nya, cuman suka error gtu, kalo ada pesan masuk suka gak keliatan notif nya jadi kedepannya lebih di bagusin lagi biar gak suka error🤗🤗",2025-03-22 02:06:47
Pengguna Google,1,"aplikasi X sering minta update, tapi hasilnya makin burik aja, notifikasi gak muncul, ngirim video selalu gagal. parah, cuma pinter nyedotin kuota doang.",2025-03-20 04:40:42
Pengguna Google,1,"Benar-benar gajelas, Saya awal download tiba-tiba akun saya sudah ditanggungkan. wht u mean? saya aja baru main dan saya juga merasa tdk melakukan kesalahan. tolong lah, udah 3 tahun saya tunggu. masih aja begitu terus. ini menurut ku bintang 1 aja ga layak",2025-03-24 05:11:15
Pengguna Google,2,"Sekian lma bru log in setelah logo burung skrng jd x, kok ribet mo masuk. W lupa nma pengguna, ttp aj suruh pake pdahal dh liat tutor di yt. Jd terpaksa buat akun bru, trs mo ubah nama pengguna akun yg bru ini susah, gk bisa trs",2025-04-01 10:38:16
Pengguna Google,1,"user experience nya mengecewakan, akun lagi diem aja kena suspend, kelogout trus kena redflag. tolong aturannya diubah. trus liat qrt juga gabisa sama reply, aneh banget",2025-04-03 11:48:26
Pengguna Google,3,"hai, tolong dong, kenapa sih tiap mau nonton video malah ada tulisan Masalah Pemutaran, trus video nya gabisa di tonton. mohon bantuannya ya, ga betah di aplikasi ini kalo suka seperti ini.🙏🏻",2025-03-31 16:11:56
Pengguna Google,5,"semuanya udh bagus, kecuali buat log in lewat google, kalau log in lewat google suka keluar sendiri, ini gk tau cuma saya atau beberapa orang lain juga mengalami, mohon di perbaiki ya dev x 👍🏻",2025-03-22 08:33:32
Pengguna Google,2,"i love using it, tapi buka bagian DM pasti selalu ngecrash. im not kidding, blom ada 5 detik bakalan ngecrash keluar aplikasi.",2025-04-03 19:11:59
Pengguna Google,1,"ini makin lama bikin nyebelin aplikasinya, lagi seru"" scroll thread tiba"" akun log out sendiri ini udh kesekian kali kaya gini. pas mau masuk lagi juga ga bisa, baru bisa masuk lagi hari setelah nya itu pun ga langsung bisa. TOLONG DONG DIBENERIN, mau seru"" scroll malah bikin emosi....",2025-01-23 14:00:11
Pengguna Google,1,"Jangan di download aplikasi ini. Gabisa login terus, selalu muter"" kyk ga ada jaringan padahal kenceng bgt, refresh pun ga bisa, aplikasi sampah, gajelas lu Elon Musk, bukannya makin gacor malah gabisa di buka ni aplikasi",2025-03-18 19:54:08
Pengguna Google,2,"awal awal aku masuk ke x ini bagus aja ga ada yg ngeload, tapi akhir akhir ini kenapa ngeloading? setiap aku mau ke akun aku,ngeliat akun yg aku folow, buka komentar, selalu nge loading lamaaaaaaaa bgtt padahal jaringan ku bagus pas di coba ke aplikasi lain ga ngeloading tuh",2025-03-22 06:34:11
Pengguna Google,2,"Kenapa kok gak bisa ganti foto ya ,, padahal udah di ganti foto lain pas balik ke menu utama dan masuk kembali ke apk X ini foto nya balik ke foto sebelum nya",2025-03-14 10:49:56
Pengguna Google,1,"Seringkali kali error, masih bagus Twitter yang dulu. Kadang suka keluar sendiri, tolong perbaiki dan jadikan Twitter canggih seperti sedia kala.",2025-03-13 05:24:31
Pengguna Google,1,"Aku kasih bintang satu kesal sekali saya,, selalu keluar trus dari akun,, sudah itu memberikan recapcah, yang tidak sinkron. Aku paling kesal dengan recapcah, angka jumblah tidak sinkron padahal sudah betul tidak salah, masih tidak sinkron. Payah.",2025-02-11 13:50:58
Pengguna Google,2,Mengapa kali ini selalu muncul keterangan bahwa ada kesalahan teknis? Saya sudah mencoba membuka aplikasi x beberapa kali tapi tetap saja. Ini sudah 3 hari dan masih saja muncul keterangan bahwa ada kesalahan teknis.,2025-03-11 08:52:27
Pengguna Google,2,aplikasi super jelek.super lemoot.Tidak seperti aplikasi YT atau FB.yang tidak terkontaminasi nglelet kalau membuka postingan di layarnya.,2025-03-30 20:14:14
Pengguna Google,1,"Kenapa tweetter menjadi seperti ini sekarang, sering ngefreeze, buffering padahal sinyal bagus, setelah berubah jadi X aplikasi ini menjadi bobrok.",2025-03-08 03:13:55
Pengguna Google,1,"Akunku lamaku diblokir tanpa alasan dan buat baru pun baru posting sekali aja langsung di ""tangguhkan"" Lagi padahal g ada yg aku langgar peraturannya, dan pas mau ku coba buat pulihkan mesti ada aja error servernya sampe akhirnya aku nyerah karena ya solusi apapun endingnya mesti ""koneksi ke server buruk"" Dan aku akhirnya muak dengan aplikasi ini >:(",2025-02-02 14:48:56
Pengguna Google,1,Ini aplikasi lama2 aneh. Masa setiap follow orang malah log out sendiri??? Padahal sudah buat akun sudah instal ulang tetap aja penyakitnya gitu!,2025-03-18 14:46:20
Pengguna Google,5,"Medsos terbaik untuk saat ini. Namun, ada bug yang membuat pengguna terjebak dalam fitur posting, males banget harus relog..",2025-03-25 08:08:01
Pengguna Google,1,"makin aneh apk nya, tiba tiba aja ke log out sendiri, tiba tiba akun kesuspend sendiri padahal gak ngapa²in cuma baca yg lagi trending, udah berkali kali buat akun gak sampai setahun ke suspend juga. lebih suka pas masih logo burung biru dulu😭",2025-03-11 13:05:42
Pengguna Google,2,"Untuk sementara bintang dua dulu ya, kalau masalah pencarian nya tiba-tiba error tanpa sebab, jadi tolong perbaiki pencarian X nya aku tidak akan kembali membuka X kalau pencarian tidak diperbaiki",2025-03-11 00:04:06
Pengguna Google,1,"Tolong dong x ini knp ya first acc suka tbtb ke log out sendiri, sekarang udh di login-in lagi malah tulisan di timeline nya 'ada kesalahan teknis, ini bukan kesalahan anda' klik pusat bantuan juga keluarnya tulisan 'error code'",2025-03-19 03:35:52
Pengguna Google,1,"Sumpah ini aplikasi kenapa dah, setiap buka atau lihat berita selalu bertulisan ""Maaf ada gangguan, coba lagi nanti"" gitu terus. Bahkan liat video berita pun sama muncul tulisan itu, gw kasih bintang 1 dulu kalo masih sama ya tetap bintang 1",2025-03-11 09:38:00
Pengguna Google,1,"Pusat bantuan sangat ampas, akun x saya kena lock dan saya harus verifikasi lewat email tapi email lama hilang dan gabisa diakses karena kena lock dihp lama yang sudah dijual, saya mencoba menggunakan fitur pusat bantuan dan mengirimkan pesan tapi cuman loading gak pernah terkirim",2025-03-11 00:23:00
Pengguna Google,1,Tolong ini udah lebih dari 3 hari Twitter saya error... mau masukin post orang ke bookmark gabisa... mau nyimpen gambar gabisa... mau komen di post orang dan ngetag akun sendiri gabisa.... tolong dong diperbaiki secepatnyaaaa!!,2025-03-11 11:08:30
Pengguna Google,3,"apalah tb tb banget ngelag padahal wifi lancar pas nyoba ganti pake kuota sama aja ga bisa pasti ada tulisan "" kesalahan teknis, tenang ini bukan kesalahan anda ""apalah pokoknya harus di perbaiki 🥰🥰🤬🤬🤬",2025-03-10 15:54:24
Pengguna Google,1,"Jelek, hbs update makin banyak bug, padahal paketan full, sinyal lancar tapi tulisannya tidak bisa memuat informasi terus",2025-03-11 13:28:54
Pengguna Google,1,"Koq malah jadi ga jelas gini sih, waktu twitter baik2 aja, pas upgrade je X nalah ga bisa bisa d buka, inbox jadi kosong, profil ga bisa d buka, parah..",2025-03-11 13:54:04
Pengguna Google,3,Tolong perbarui sedikit saya kan sedang ingin buka twitter yg saya sudah suka pas saya ingin melihat nya tiba tiba tidak muncul gambar apapu padahal saya wifi nya bagus tolong di perbaikan,2025-03-11 12:48:36
Pengguna Google,2,"apa apaan dah, org mau nge search mlh dibilang kesalahan teknis, wifi full, kuota full, jaringan lancar pdhl, tolong diperbaiki",2025-03-11 13:42:26
Pengguna Google,1,"kok x malah jadi ga bisa memuat berita baru, mau liat markah ga bisa, dan mau searching malah ga bisa padahal wifi lancar kuota data baru ngisi tetap aja ga bisa tolong ya diperbaiki🙏🏻",2025-03-11 14:22:12
Pengguna Google,3,"susah login nya, pdhl seblm seblum nya mudah sekli untuk login cumn belakangn ini susah sekali bahkan untuk masuk pakai akun saja hampir tidak bisa.",2025-03-11 08:24:50
Pengguna Google,1,"Sering banget ""gagal mengirim konten"" seolah oleh jaringan internet gak ada padahal internet normal bisa buat stream yt dll tapi gak tau kenapa cuma di x aja seperti gak ada internet. Tolong di perbaiki kembali bug seperti ini",2025-02-09 13:18:22
Pengguna Google,1,"very sorry, kenapa ya akun aku 2 duanya tb tb ga bisa login smpe sekarang, pdahal aku gaada kegiatan yang mencurigakan mana udah lumayan lama ga bisa masuk akun itu lagi, gimana yaa tolong lah kembaliin kedua akun itu masa hilang gitu aja?kalo sampe gabalik kecewa bgt si pdahal aplikasi favorit ku ini",2025-01-19 14:05:36
Pengguna Google,2,Saya sangat kecewa dengan aplikasi Twitter yang sekarang tiba tiba akun keluar sendiri kadang baru 2 hari bikin akun besok nya tiba tiba akun keluar sendiri dan kalau bisa update selanjutnya dibikin simple untuk login masuk ya sama seperti Instagram,2025-02-08 08:17:07
Pengguna Google,5,"Aplikasi nya udah bagus, tapi untuk yang berlangganan premium untuk edit postingan misalnya ada tulisan yang salah atau typo jangan dua postingan, satu postingan aja yang sudah di upload, cuma memperbaiki tulisan yang typo atau salah satu udah di upload, di posting lagi cuman tulisan nya yang diperbaiki 😑🗿",2025-02-07 15:42:19
Pengguna Google,5,"Bagi yang bug atau lain-lain, mungkin aplikasi ini terlalu bagus untuk smartphone anda. Karena saya pengguna dari 2010, dan menurut saya sosmed ini adalah yang terbaik dan paling aman daripada sosmed yang lain. Jadi smartphone anda juga harus di update, Udah kentang masih dipakai aja",2025-02-21 09:01:32
Pengguna Google,1,"Aplikasi ini kenapa si, baru aja login setelah sekian lama, Tiba-tiba ada notif pembatasan karena melakukan pelanggaran aturan X, padahal belum melakukan apapun, sekarang jadi gk bisa melakukan apapun dan di batasi pada mode Read-only.",2025-02-17 12:42:58
Pengguna Google,1,"Sangat tidak membantu, aplikasi yang tidak seharusnya ada di PS karena saya tidak bisa login karena lupa nama pengguna, berharap bisa reset via email tapi malah suruh masukin nama pengguna.. useless app...",2025-01-31 08:21:52
Pengguna Google,1,"Aplikasi x skrg gajelas suka keluar akun sendiri, pas mau login lagi susah harus berkali kali padahal password dan username udh bener tapi cuma muter loading habis itu balik lagi ke tampilan awal pas mau login",2025-01-25 21:14:09
Pengguna Google,5,"aplikasi minim rumor, rata2 disini semua berita fakta dan jarang mengada2. informasi juga bisa di dapat dengan cepat. walau udah ga se seru dulu tp seenggaknya masih bisa membantu nyari informasi paling update. bisa curhat dan ngebacot sesuka hati. usernya juga gak baperan. asik buat temen ngobrol 👍🏻",2025-01-19 18:59:16
Pengguna Google,1,Aplikasihnya sangat bagus.tapi setelah daftar nomor verifikasinya tidak muncul.dalam perjalanan satu sampai tiga minggu baru di blokir dengan alasan minta nomo verifikasi.sangat kecewa karna verifikasinya tidak muncul.bikin ribet saja.,2025-01-23 22:34:27
Pengguna Google,3,"kok X saya nggak bisa dibuka pada saat pakai kuota sendiri ya? kalau pakai wifi itu lancar lancar aja, padahal kuota masih banyak dan buka aplikasi lain pun lancar. terus ini ada pemberitahuan bahwa program beta nya sudah penuh, itu maksudnya apa ya? tolong jawabannya!",2025-02-20 14:21:05
Pengguna Google,1,"Akun saya di tangguhkan, padahal gak pernah melakukan pelanggaran-pelanggaran komunitas X, udah ajukan banding lebih 5x tapi gak ada dapat email keterangan akun x saya bisa di pulihkan atau tidak, padahal akun udah dari tahun 2010, baru kali ini ditangguhkan, respon pihak bantuan juga kurang, dari sekian banyak aplikasi, cuma x lah yang paling buruk dan bahkan layak disebut sampah, sangat mengecewakan",2025-01-21 06:15:03
Pengguna Google,2,"Apk apaan si sering banget terkunci lagi terkunci lagi, verifikasi berkali kali, tidak seperti apk lainnya, cuma apk ini yang sering banget terkunci lali verifikasi, udah verifikasinya susah harus masukin kode dulu, belum lagi nungguin kodenya Berjam jam,",2025-02-10 09:45:04
Pengguna Google,3,"X ku dari semalem gak bisa buat ngapa""in, gambar gak kebuka, video jg, foto profil pun gak muncul, jaringan kayaknya juga gak bermasalah, buat buka aplikasi lain aman soalnya Ada solusi gak ya kira*?",2025-01-17 02:11:36
Pengguna Google,1,"Iklan video sangat mengganggu, sudah klik ""saya tidak suka iklan ini"" tapi terus saja muncul. Apalagi autoplay membuat kuota cepat habis. Belum termasuk iklan permainan judi online.",2025-03-04 02:42:09
Pengguna Google,4,Aplikasi nya bagus tak bikin kesel yg posting cukup lah buat menghibur dan ada banyak ragam nya kalo di cari apa yang mau di cari walau terkadang ada yg mau di cari yg muncul yang lain ya mungkin di batasi barang kali yah,2025-02-15 23:39:57
Pengguna Google,1,"twitter semenjak pindah owner, semakin jelek. akun tbtb sering ke logout sendiri padahal baru mau pake, baru di pake juga tbtb ke lock dan followers jadi 0 trs baliknya lama bgt, tolong segara diperbaiki lagi masalah ini. makin gajelas sering ngebug pdhl data seluler jaringannya lancar, kinerja aplikasi nya semakin jelek. pokonya ini apk jadi buruk bgt. saya main twitter dari lama tapi baru kali ini selalu ngalamin hal seperti itu. akun saya tanpa alasan tbtb ke suspend, udah 4 akun yg di supen.",2025-03-03 07:56:18
Pengguna Google,1,Aplikasi nya jelek setiap masuk pasti keluar dari akun dan udah di daftar beberapa kali tetep aja keluar tolong di menerin aplikasi nya dan setiap posting foto atau yg lain pasti ilang tolong di benerin fitur nya,2025-03-05 07:54:51
Pengguna Google,1,"Benar2 semakin mengesalkan ini, kadang lagi scroll tiba2 keluar sendiri. Paling mengesalkan sih kalau lagi scroll tiba2 log out sendiri. Saat log in harus verifikasi lagi. Bikin gedeg",2025-02-01 09:59:47
Pengguna Google,1,"Ini twitter knp sihhhhhhhhh, sering bgt tiba tiba log out trs suruh verifikasi email, tapi pesan verifikasi nya tuh dateng 3 hari kemudiannn, ya gmn bisa diverifikasi nya ath kalau ky gitu mahhhhh( ｀д´)",2025-03-04 03:21:22
Pengguna Google,1,"Kenapa sih suka log out mulu. Aku udah update, verifikasi, dan tidak melanggar aturan tapi kenapa log out mulu. Setiap buka X keluar mulu. Perbaiki dong sebelum orang pindah ke aplikasi sebelah. Terima kasih.",2025-01-26 03:32:16
Pengguna Google,2,"sering loading lama kalau liat Vidio, terus sering tidak muncul gambar nya. pokok nya aplikasi loading nya lama kali. padahal jaringan handphone bagus-bagus aja buka aplikasi lain juga bagus-bagus aja.",2025-02-07 14:39:33
Pengguna Google,1,"Patah saya mau bikin aku baru lagi gak bisa malah di suruh pilih gambar kecewa banget semua abdete twiter semakin gak jelas dan setiap saya nonton vidio selalu macet "" Tolong dong lebih di perbaiki lagi biar orang "" Nyaman dan suka bermain twiter, kenapa semenjak update jadi makin susah nonto vidio ya tolong dong di perbaiki lagi",2025-02-19 07:16:09
Pengguna Google,3,untuk saya sendiri aplikasi ini cukup bagus tapi ada beberapa kekurangan yang menurut saya sangat mengganggu seperti konten erotis atau konten yang mengandung Pornogerafi yang menurut saya sangat menggelangu dan saya sangat menyarankan untuk membuat fitur untuk membuat konten seperti itu tidak ada di beranda saya atau orang orang yang tidak suka konten seperti itu,2025-01-19 02:15:11
Pengguna Google,1,"jelek bat apaan, baru pertama kali download ini gbisa login pke cara apapun stress bgt yg buat. tolong ya dipermudah dan di perbaiki secepatnya, sy bru pertama kali download tpi tidak bisa login atau buat akun.",2025-01-24 09:18:44
Pengguna Google,1,"Aplikasi ini sekarang sudah seperti sampah, terlalu banyak bug, selalu gagal saat di koneksikan ke game, dan tidak pernah di perbaiki, x sampah",2025-02-24 18:50:48
Pengguna Google,1,"dikit dikit update, dikit dikit update. tapi malah makin gak jelas sering logout sendiri. saat scrolling profil orang malah kembali ke atas, padahal ingin lihat postingan terlama dari orang tersebut",2025-01-15 19:27:14
Pengguna Google,1,"Makin kesini makin rusak di update makin gak jelas keterangan appnya dibawa kemana, ganti pass ngebug, ganti username gabisa, bahkan harus ngulang² lagi ke email GAJELAS ASLI!",2025-02-04 22:27:59
Pengguna Google,1,"Twitter semenjak berubah nama jadi X dan dipegang Elon tambah jelek. Performa di segala aspek menurun, search bar kini tidak valid ketika kita mau cari suatu topik atau kata, DM di twitter suka ngelag dan tiba-tiba keluar sendiri dari aplikasi. Padahal membuka game berat seperti genshin pun tidak masalah, tidak ada indikasi ngelag. Tapi pas buka DM malah nggak bisa dan bikin hp ngelag, ada tulisan ""X has stopped"". Mana sekarang ada vitur yang gak guna, kaya auto scroll video, Grok, Blue Check.",2024-10-20 08:43:42
